Order Date	Order ID.1	Order ID.2	Customer Name.1	Customer Name.2	Segment	Country	City	Location	Product ID.1	Product ID.2	Product ID.3	Category	Product Name	Sales	Quantity	CompanyName	Expiry Date
02/12/2020	YH	169528	Semira	Girmay	Consumer	Kenya	Nairobi	Site	OFF	LA	10001045	Courses	Graphic Design	1750	1	null	null
02/12/2020	TB	914750	Na'im	Maloof	Consumer	Pakistan	Lahore	Site	DOF	SK	92779577	Courses	ECDL	625	1	null	null
02/12/2020	TG	468275	Omran	Shalhoub	Consumer	Pakistan	Lahore	Site	OFF	LA	10003714	Courses	Graphic Design	1750	1	null	null
02/12/2020	YX	415803	Is'ad	Khouri	Home Office	Pakistan	Lahore	Site	RZF	IN	25097638	Diploma	Graphic Design Diploma	3600	2	null	null
02/12/2020	CR	135705	Yerusalem	Gabriel	Corporate	Kenya	Nairobi	Site	OFF	BI	10001071	Courses	Graphic Design	42000	24	Forth & Towne	null
02/12/2020	IG	115594	Bisrat	Negassi	Consumer	Kenya	Nairobi	Site	BQT	KC	54000233	Courses	Graphic Design	1750	1	null	null
02/12/2020	SB	186871	Samarah	Cham	Consumer	Pakistan	Lahore	Site	OFF	PA	10002250	Courses	Graphic Design	1750	1	null	null
02/12/2020	ES	634630	Ahmad	Maloof	Corporate	Pakistan	Lahore	Site	OFF	AR	10004078	Award	Microsoft Office Award	33000	22	Cavages	null
02/12/2020	KI	611649	Hayden	Cox	Consumer	United Kingdom	Warrington	Site	FUR	FU	10001591	Courses	Social Media	400	1	null	null
02/12/2021	AM	327263	Jarir	Ganim	Consumer	Pakistan	Lahore	Site	TEC	PH	10002103	Diploma	Social Media Diploma	1899.99	1	null	null
02/12/2021	UI	257482	Hamidah	Amari	Consumer	Pakistan	Lahore	Site	TEC	AC	10004510	Diploma	Freelancer Diploma	2500	1	null	null
02/12/2021	CH	935347	Badra	Quraishi	Corporate	Pakistan	Lahore	Site	OFF	AR	10004691	Award	Microsoft Office Award	42000	28	Jackhammer Technologies	null
02/12/2021	KL	104588	Dawit	Hagos	Consumer	Kenya	Nairobi	Site	RJH	BL	34913480	Courses	Graphic Design	1750	1	null	null
02/12/2021	UO	694452	Husam	Fakhoury	Corporate	Pakistan	Lahore	Site	UHA	JC	24295218	Courses	ECDL	8125	13	Nan Duskin	null
02/12/2021	UW	314541	Gimja	Tekle	Corporate	Kenya	Nairobi	Site	FUR	TA	10002903	Courses	ECDL	10000	16	Play Town	null
02/12/2021	ZR	828850	Eyob	Massawa	Consumer	Kenya	Nairobi	Site	RBC	FO	54408216	Courses	Graphic Design	1750	1	null	null
02/12/2021	TW	151246	Fre-weini	Fikru	Consumer	Kenya	Nairobi	Site	OFF	LA	10001175	Courses	Graphic Design	1750	1	null	null
02/12/2021	YT	228127	Latif	Hakimi	Corporate	Pakistan	Lahore	Site	KEM	AQ	88485494	Award	HR Award	25483	17	Excella	null
02/12/2021	GZ	813271	Brhane	Omar	Consumer	Kenya	Nairobi	Site	OFF	ST	10004950	Courses	Graphic Design	1750	1	null	null
02/12/2021	EP	175635	Fiori	Kidane	Home Office	Kenya	Nairobi	Site	OFF	ST	10003470	Award	Microsoft Office Award	31500	21	null	null
02/12/2021	JW	314204	Miqdad	Isa	Consumer	Pakistan	Lahore	Site	LSZ	YT	10008675	Award	HR Award	1499	1	null	null
02/12/2021	WP	221298	Tesfalem	Girma	Consumer	Kenya	Nairobi	Site	FUR	BO	10004695	Courses	Python	350	1	null	null
02/12/2021	KA	157000	Nasira	Kalb	Consumer	Pakistan	Lahore	Site	FUR	FU	10004864	Courses	Social Media	400	1	null	null
02/12/2021	EY	605831	Rahel	Kiros	Home Office	Kenya	Nairobi	Site	OFF	BI	10004364	Award	Social Media Award	22800	19	null	null
02/12/2021	KM	551148	Aaron	Powell	Home Office	United Kingdom	Warrington	Site	OFF	LA	10000407	Award	Social Media Award	27600	23	null	null
02/12/2021	NR	241983	Suhail	Harb	Corporate	Pakistan	Lahore	Site	OFF	AR	10004260	Diploma	Graphic Design Diploma	36000	20	Success Is Yours	null
02/12/2021	XJ	739117	Aza	Naifeh	Corporate	Pakistan	Lahore	Site	OFF	EN	10004773	Award	Microsoft Office Award	42000	28	Record Town	null
02/12/2021	SM	987803	Samuel	Glover	Consumer	United Kingdom	Warrington	Site	WCB	JU	24578846	Courses	Graphic Design	1750	1	null	null
02/12/2021	QW	999642	Haylom	Aatifa	Home Office	Kenya	Nairobi	Site	BYV	LO	25163296	Courses	Graphic Design	10500	6	null	null
02/12/2021	ON	776898	Khuzaymah	Salib	Consumer	Pakistan	Lahore	Site	TEC	PH	10001615	Diploma	Graphic Design Diploma	1800	1	null	null
03/01/2020	GE	979301	Baligh	Hadad	Corporate	Kuwait	Kuwait City	Site	FUR	CH	10002961	Courses	Social Media	1600	4	Practi-Plan Mapping	null
03/01/2020	BS	511659	Samuel	Barker	Consumer	United Kingdom	Liverpool	Hub	TEC	AC	10004510	Diploma	IT Support Diploma	2200	1	null	null
03/01/2020	BV	502167	Katie	Carpenter	Consumer	United Kingdom	Warrington	Site	OFF	PA	10004040	Courses	Graphic Design	1750	1	null	null
03/01/2020	JS	323590	Ghunyah	Moghadam	Corporate	Kuwait	Kuwait City	Site	OFF	PA	10003657	Award	Microsoft Office Award	42000	28	Big A Auto Parts	null
03/01/2020	DV	933018	Abdullah	Asmara	Corporate	Kenya	Nairobi	Site	OFF	BI	10004330	Award	Microsoft Office Award	40500	27	J. B. Van Sciver	null
03/01/2020	MO	695067	Bilqees	Aswad	Corporate	Pakistan	Lahore	Site	OFF	BI	10004584	Courses	Graphic Design	49000	28	Rainbow Bay Crafts	null
03/01/2020	AU	622910	Mushirah	Hanania	Corporate	Pakistan	Lahore	Site	OFF	PA	10002377	Courses	Graphic Design	43750	25	Magik Grey	null
03/01/2020	RH	688252	A'dab	Maloof	Consumer	Pakistan	Lahore	Site	XBM	OP	62224573	Courses	ECDL	625	1	null	null
03/01/2020	IN	600376	Hijrah	Antoun	Corporate	Pakistan	Lahore	Site	OFF	AR	10001044	Courses	Graphic Design	33250	19	Stratagee	null
03/01/2020	PE	458799	Barakah	Arian	Consumer	Pakistan	Lahore	Site	NUO	EG	9886672	Courses	Graphic Design	1750	1	null	null
03/01/2020	QX	599088	Fadwa	Ba	Home Office	Kuwait	Kuwait City	Site	FUR	FU	10003829	Courses	Social Media	8000	20	null	null
03/01/2020	CI	169418	Lily	Hart	Home Office	United Kingdom	Liverpool	Hub	HON	EC	74776653	Courses	Graphic Design	49000	28	null	null
03/01/2020	FM	821865	Nizar	Rahal	Consumer	Kuwait	Kuwait City	Site	VAS	PA	90188813	Award	HR Award	1499	1	null	null
03/01/2021	CE	47587	Lamya	Srour	Consumer	Pakistan	Lahore	Site	RXS	RC	62542887	Award	IT Support Award	1250	1	null	null
03/01/2021	YZ	48606	Umarah	Boulos	Corporate	Pakistan	Lahore	Site	AWJ	MO	37216635	Courses	ECDL	9375	15	Audio Visions	null
03/01/2021	OU	15901	Zahra	Michael	Consumer	Kenya	Nairobi	Site	OFF	PA	10004782	Award	Microsoft Office Award	1500	1	null	null
03/01/2021	YV	285649	Sarah	Touma	Consumer	Pakistan	Lahore	Site	TEC	MA	10000418	Diploma	Freelancer Diploma	2500	1	null	null
03/01/2021	NT	541651	Izdihar	Dagher	Corporate	Kuwait	Kuwait City	Site	OFF	BI	10002949	Courses	Graphic Design	12250	7	Network Air	null
03/01/2021	CJ	771853	Tibah	Asfour	Corporate	Pakistan	Lahore	Site	OFF	AP	10002945	Award	Microsoft Office Award	19500	13	New World Realty	null
03/01/2021	TR	446418	Tahsin	Asker	Corporate	Pakistan	Lahore	Site	SLD	PW	30002115	Courses	Graphic Design	15750	9	JumboSports	null
03/01/2021	FC	873617	Abrar	Haik	Consumer	Pakistan	Lahore	Site	TEC	AC	10003709	Diploma	IT Support Diploma	2200	1	null	null
03/01/2021	QD	937325	Ra'fat	Naifeh	Corporate	Kuwait	Kuwait City	Site	NDE	VY	13689272	Courses	Graphic Design	49000	28	Asian Answers	null
03/01/2022	PE	712165	Khairi	Hakimi	Corporate	Kuwait	Kuwait City	Site	OFF	ST	10004186	Award	Microsoft Office Award	45000	30	Life Map Planners	null
03/01/2022	YG	975191	Bisar	Moghadam	Consumer	Pakistan	Lahore	Site	TEC	PH	10003442	Diploma	Social Media Diploma	1899.99	1	null	null
03/01/2022	NZ	922300	Isaias	Mebrahtu	Home Office	Kenya	Nairobi	Site	QEN	IY	66637107	Diploma	IT Support Diploma	17600	8	null	null
03/01/2022	HR	319754	Yusri	Atiyeh	Corporate	Kuwait	Kuwait City	Site	XGU	XZ	33084488	Courses	ECDL	4375	7	Young @ Heart	null
03/01/2022	QJ	421757	Oliver	Brennan	Consumer	United Kingdom	Warrington	Site	OFF	SU	10002881	Courses	Executive Assistant Diploma	3999	1	null	null
03/01/2022	ZH	249788	Abraham	Petros	Consumer	Kenya	Nairobi	Site	OFF	BI	10004308	Award	Microsoft Office Award	1500	1	null	null
03/01/2022	ZR	318088	Latifah	Maloof	Corporate	Kuwait	Kuwait City	Site	IFL	VL	94694686	Courses	Graphic Design	35000	20	Furrow's	null
03/01/2022	BY	285240	Fatimah	Tesfalem	Consumer	Kenya	Nairobi	Site	TEC	AC	10004659	Diploma	Graphic Design Diploma	1800	1	null	null
03/01/2022	TR	670690	Yasmin	Thorpe	Home Office	United Kingdom	Warrington	Site	OFF	PA	10001033	Award	Microsoft Office Award	39000	26	null	null
03/01/2022	SP	731051	Bilqis	Halabi	Corporate	Kuwait	Kuwait City	Site	FUR	BO	10003966	Courses	CompTIA	13777	23	Friendly Interior Design	null
03/01/2022	WS	672637	Zakariyya	Nader	Corporate	Kuwait	Kuwait City	Site	GFF	LQ	60189541	Award	HR Award	19487	13	ManPower	null
03/01/2022	VU	61061	Rida	Aswad	Home Office	Pakistan	Lahore	Site	OFF	AP	10001271	Courses	Graphic Design	47250	27	null	null
03/01/2022	JR	875481	Mehret	Rezene	Corporate	Kenya	Nairobi	Site	OFF	PA	10001293	Courses	Executive Assistant Diploma	19995	5	Custom Lawn Care	null
03/01/2022	PO	519114	Abdul-Mu'min	Mustafa	Consumer	Pakistan	Lahore	Site	ANE	DF	93995527	Award	IT Support Award	1250	1	null	null
03/01/2022	LK	123489	Mansur	Asfour	Consumer	Pakistan	Lahore	Site	ICT	EF	51932730	Diploma	Graphic Design Diploma	1800	1	null	null
03/01/2022	FL	245592	Toby	Carr	Consumer	United Kingdom	Liverpool	Hub	FUR	FU	10004973	Courses	Python	350	1	null	null
03/02/2020	VC	557819	Sabirah	Handal	Consumer	Pakistan	Lahore	Site	OFF	SU	10000946	Award	Social Media Award	1200	1	null	null
03/02/2020	YR	564645	Aminah	Sarkis	Consumer	Kuwait	Kuwait City	Site	NBO	CX	93107949	Award	HR Award	1499	1	null	null
03/02/2020	JU	202976	Yemane	Omar	Consumer	Kenya	Nairobi	Site	OAN	WJ	85815237	Courses	Graphic Design	1750	1	null	null
03/02/2020	LP	755906	Rhys	Hammond	Consumer	United Kingdom	Warrington	Site	TEC	AC	10003832	Diploma	Graphic Design Diploma	1800	1	null	null
03/02/2020	DX	102918	'Awad	Safar	Corporate	Pakistan	Lahore	Site	FUR	TA	10001307	Courses	Python	8400	24	Nan Duskin	null
03/02/2020	IN	247292	Abdullah	Aman	Home Office	Kenya	Nairobi	Site	ADU	DA	37837219	Courses	ECDL	11250	18	null	null
03/02/2020	DP	386934	Amina	Muhammed	Home Office	Kenya	Nairobi	Site	FUR	FU	10001215	Courses	Social Media	1600	4	null	null
03/02/2020	QY	72667	Rim	Salib	Consumer	Pakistan	Lahore	Site	OFF	PA	10003848	Award	Social Media Award	1200	1	null	null
03/02/2020	VS	975560	Salim	Almasi	Home Office	Kuwait	Kuwait City	Site	PMC	EQ	20055289	Diploma	Executive PA Diploma	121500	27	null	null
03/02/2020	KM	664685	Abdullah	Antoun	Consumer	Pakistan	Lahore	Site	OFF	PA	10001166	Courses	Graphic Design	1750	1	null	null
03/02/2020	VQ	516358	Maisie	Banks	Corporate	United Kingdom	Warrington	Site	TEC	PH	10002200	Diploma	Freelancer Diploma	65000	26	Golf Augusta Pro Shops	null
03/02/2020	YP	550383	Hanif	Asfour	Consumer	Pakistan	Lahore	Site	OFF	BI	10002764	Courses	Graphic Design	1750	1	null	null
03/02/2020	ET	613451	Maya	Young	Corporate	United Kingdom	Warrington	Site	OFF	PA	10004082	Award	Microsoft Office Award	27000	18	Jay Jacobs	null
03/02/2020	QZ	903739	Wadha	Awad	Corporate	Pakistan	Lahore	Site	ETR	SG	54691229	Courses	Graphic Design	35000	20	Play Town	null
03/02/2020	TZ	131796	Daniel	Walsh	Consumer	United Kingdom	Liverpool	Hub	TEC	MA	10001148	Diploma	Graphic Design Diploma	1800	1	null	null
03/02/2020	RD	853187	'Imad	Atiyeh	Home Office	Pakistan	Lahore	Site	HZB	TF	44631001	Courses	Graphic Design	28000	16	null	null
03/02/2020	DY	289388	Kai	Sinclair	Corporate	United Kingdom	Warrington	Site	EOX	FG	75396050	Award	Medical Award	13200	12	Forum Cafeterias	null
03/02/2020	IK	86516	Aladdin	Nazari	Home Office	Pakistan	Lahore	Site	TEC	PH	10000673	Diploma	Microsoft Office Diploma	27500	11	null	null
03/02/2021	EU	904887	Mash'al	Arian	Home Office	Pakistan	Lahore	Site	FUR	FU	10001424	Courses	Microsoft Access	7000	28	null	null
03/02/2021	JG	722861	Sirin	Sabbagh	Home Office	Pakistan	Lahore	Site	OFF	BI	10004995	Diploma	HR Diploma	11200	7	null	null
03/02/2021	YI	858857	Winta	Futsum	Corporate	Kenya	Nairobi	Site	QDA	DO	76946911	Award	HR Award	34477	23	Olympic Sports	null
03/02/2021	UK	751992	Gabriel	Rezene	Home Office	Kenya	Nairobi	Site	OFF	PA	10002615	Courses	Graphic Design	31500	18	null	null
03/02/2021	EE	602268	Tia	Coles	Home Office	United Kingdom	Warrington	Site	OFF	PA	10000605	Courses	Graphic Design	36750	21	null	null
03/02/2021	BX	718280	Aatifa	Brhane	Home Office	Kenya	Nairobi	Site	TEC	AC	10002076	Diploma	IT Support Diploma	44000	20	null	null
03/02/2021	RV	513969	Murad	Harb	Corporate	Pakistan	Lahore	Site	OFF	BI	10000014	Award	Microsoft Office Award	15000	10	Sanitary Grocery Stores	null
03/02/2021	HH	361163	Filmon	Fikru	Home Office	Kenya	Nairobi	Site	DFM	AI	97816786	Courses	Graphic Design	36750	21	null	null
03/02/2021	TG	561958	Ameer	Bahar	Home Office	Pakistan	Lahore	Site	FUR	TA	10003748	Courses	Python	4900	14	null	null
03/02/2021	ZI	213990	Awet	Biniam	Consumer	Kenya	Nairobi	Site	OFF	PA	10001125	Courses	Graphic Design	1750	1	null	null
03/02/2021	FF	800479	Khair	al Din Mifsud	Home Office	Kuwait	Kuwait City	Site	FUR	BO	10004015	Courses	Python	6300	18	null	null
03/02/2022	JH	450246	Abdul-Muqtadir	Hajjar	Consumer	Pakistan	Lahore	Site	RJR	BX	63561140	Courses	CompTIA	599	1	null	null
03/02/2022	OC	772578	Wegahta	Tesfay	Consumer	Kenya	Nairobi	Site	TEC	MA	10000864	Diploma	Freelancer Diploma	2500	1	null	null
03/02/2022	MR	53652	Samira	Shadid	Home Office	Pakistan	Lahore	Site	OFF	PA	10000289	Courses	Graphic Design	42000	24	null	null
03/02/2022	MR	303306	Winta	Adonay	Consumer	Kenya	Nairobi	Site	OFF	BI	10001597	Award	Social Media Award	1200	1	null	null
03/02/2022	SS	614198	Hamid	Tesfalem	Consumer	Kenya	Nairobi	Site	TEC	PH	10004165	Diploma	HR Diploma	1600	1	null	null
03/02/2022	XW	534835	Asiya	Touma	Home Office	Kuwait	Kuwait City	Site	TEC	PH	10002824	Diploma	Executive PA Diploma	135000	30	null	null
03/02/2022	PQ	694078	Ratib	Najjar	Corporate	Pakistan	Lahore	Site	OFF	ST	10003994	Award	Microsoft Office Award	7500	5	Capitalcorp	null
03/02/2022	UT	792996	Dylan	Stevenson	Consumer	United Kingdom	Warrington	Site	IGK	BB	64386723	Diploma	Executive PA Diploma	4500	1	null	null
03/02/2022	MO	753383	Fikru	Efrem	Corporate	Kenya	Nairobi	Site	OFF	BI	10000069	Diploma	HR Diploma	38400	24	Lawnscape Garden Maintenance	null
03/02/2022	WU	94541	Yunus	Wasem	Corporate	Pakistan	Lahore	Site	FUR	FU	10001095	Courses	Social Media	6000	15	FamilyMart	null
03/02/2022	HN	34345	A'mal	Boutros	Corporate	Pakistan	Lahore	Site	OFF	AP	10003590	Award	Microsoft Office Award	27000	18	Farmer Jack	null
03/02/2022	IH	398839	Asra	Assaf	Home Office	Kuwait	Kuwait City	Site	XHH	RM	83658587	Award	IT Support Award	25000	20	null	null
03/02/2022	QU	761675	Rais	Ganim	Home Office	Pakistan	Lahore	Site	OFF	AR	10003251	Courses	Graphic Design	28000	16	null	null
03/02/2022	ZM	556054	Jonathan	Stephenson	Consumer	United Kingdom	Liverpool	Hub	FUR	FU	10004909	Courses	Cloud Architecture	480	1	null	null
03/02/2022	AA	784780	Oscar	Carpenter	Corporate	United Kingdom	Warrington	Site	BVG	RV	43317030	Courses	CompTIA	1198	2	Golden Joy	null
03/02/2022	AY	154189	Isaias	Sebhat	Consumer	Kenya	Nairobi	Site	FUR	FU	10003394	Courses	ECDL	625	1	null	null
03/02/2022	UD	240727	'Iffah	Shamoun	Consumer	Pakistan	Lahore	Site	OOP	OS	6333463	Courses	ECDL	625	1	null	null
03/02/2022	FZ	786186	Mu'awiyah	Mifsud	Home Office	Pakistan	Lahore	Site	OFF	BI	10000301	Award	Microsoft Office Award	45000	30	null	null
03/02/2022	WP	760708	Tahiyat	Botros	Consumer	Pakistan	Lahore	Site	OFF	PA	10001776	Award	Social Media Award	1200	1	null	null
03/02/2022	HQ	422163	Rabab	Kassab	Consumer	Pakistan	Lahore	Site	FUR	TA	10003715	Courses	Social Media	400	1	null	null
03/03/2020	IE	209564	Maymunah	Attia	Home Office	Pakistan	Lahore	Site	FUR	FU	10003096	Courses	Microsoft Powerpoint	5681	19	null	null
03/03/2020	FX	858995	Talibah	Saliba	Corporate	Pakistan	Lahore	Site	FUR	TA	10001095	Courses	SQL	1750	5	Burger Chef	null
03/03/2020	WZ	562847	Fatimah	Almasi	Corporate	Pakistan	Lahore	Site	TEC	MA	10003066	Diploma	Executive PA Diploma	121500	27	Handy Andy	null
03/03/2020	WS	848428	Juwain	Boulos	Home Office	Pakistan	Lahore	Site	TEC	AC	10003289	Diploma	Microsoft Office Diploma	25000	10	null	null
03/03/2020	IT	657136	Amelia	Haynes	Home Office	United Kingdom	Warrington	Site	OFF	PA	10002333	Courses	Graphic Design	1750	1	null	null
03/03/2020	EW	795631	Robert	Thornton	Home Office	United Kingdom	Warrington	Site	OFF	PA	10002005	Award	Microsoft Office Award	34500	23	null	null
03/03/2020	OV	842158	Rashida	Arian	Corporate	Pakistan	Lahore	Site	TEC	PH	10001128	Diploma	Social Media Diploma	30399.84	16	Anderson-Little	null
03/03/2020	AN	808672	Nu'man	Mansour	Consumer	Pakistan	Lahore	Site	OFF	AP	10004249	Award	Social Media Award	1200	1	null	null
03/03/2020	MB	176436	Fariq	Hajjar	Home Office	Kuwait	Kuwait City	Site	CXB	NL	85184349	Courses	Graphic Design	3500	2	null	null
03/03/2020	FO	507878	Ramadan	Khoury	Consumer	Pakistan	Lahore	Site	OFF	AR	10001915	Courses	Graphic Design	1750	1	null	null
03/03/2020	QG	855020	I'tidal	Koury	Corporate	Pakistan	Lahore	Site	OFF	PA	10000223	Diploma	HR Diploma	32000	20	Las Vegas Yard Management	null
03/03/2020	LP	519656	Abdul-Ra'uf	Atiyeh	Home Office	Pakistan	Lahore	Site	FUR	FU	10002885	Courses	Social Media	400	1	null	null
03/03/2020	AY	453064	Hudad	Shamoon	Corporate	Pakistan	Lahore	Site	TEC	PH	10004908	Diploma	IT Support Diploma	44000	20	Network Air	null
03/03/2021	JU	818370	Rajih	Assaf	Home Office	Kuwait	Kuwait City	Site	FUR	CH	10004287	Courses	Microsoft Powerpoint	6578	22	null	null
03/03/2021	UD	717143	Sahir	Haddad	Corporate	Pakistan	Lahore	Site	TEC	PH	10003691	Diploma	Microsoft Office Diploma	45000	18	Canal Villere	null
03/03/2021	GZ	742986	Murshidah	Wasem	Corporate	Pakistan	Lahore	Site	OFF	SU	10004737	Award	Microsoft Office Award	16500	11	Penn Fruit	null
03/03/2021	JI	944636	Lujain	Hanania	Home Office	Pakistan	Lahore	Site	OFF	BI	10000977	Courses	Graphic Design	17500	10	null	null
03/03/2021	FM	275496	Adonay	Efrem	Home Office	Kenya	Nairobi	Site	EHO	XX	17357776	Diploma	IT Support Diploma	57200	26	null	null
03/03/2021	PW	673932	Husn	Antoun	Corporate	Pakistan	Lahore	Site	FUR	FU	10001935	Courses	Social Media	5200	13	Rich and Happy	null
03/03/2021	IX	168173	Ermias	Mehari	Home Office	Kenya	Nairobi	Site	FMP	FR	43043394	Award	HR Award	19487	13	null	null
03/03/2021	HS	664304	Khayri	Wasem	Corporate	Pakistan	Lahore	Site	OFF	PA	10003039	Award	IT Support Award	26250	21	Skaggs-Alpha Beta	null
03/03/2021	YZ	632144	Berhane	Elias	Corporate	Kenya	Nairobi	Site	OFF	PA	10004071	Diploma	Graphic Design Diploma	14400	8	Father & Son	null
03/03/2021	YJ	343228	Tekle	Brhane	Home Office	Kenya	Nairobi	Site	FUR	FU	10004415	Courses	CompTIA	13178	22	null	null
03/03/2021	BT	545746	Hubab	Guirguis	Corporate	Pakistan	Lahore	Site	OOV	PQ	43970773	Courses	Graphic Design	31500	18	Keeney's	null
03/03/2022	LW	91287	Sabihah	Mansour	Corporate	Pakistan	Lahore	Site	OFF	LA	10001641	Diploma	Social Media Diploma	18999.9	10	Club Wholesale	null
03/03/2022	NR	230548	Hilmi	Shamon	Consumer	Pakistan	Lahore	Site	CFU	RF	2069098	Courses	Graphic Design	1750	1	null	null
03/03/2022	RD	540561	Hollie	Graham	Corporate	United Kingdom	Warrington	Site	TSJ	DO	16755391	Courses	Graphic Design	45500	26	Lechters Housewares	null
03/03/2022	IM	891784	Nicole	Burgess	Corporate	United Kingdom	Liverpool	Hub	TEC	AC	10004568	Diploma	IT Support Diploma	15400	7	Jewel Mart	null
03/03/2022	XW	692541	George	Austin	Consumer	United Kingdom	Liverpool	Hub	FUR	BO	10003034	Courses	Cloud Architecture	480	1	null	null
03/03/2022	RC	117551	Ali	Afwerki	Home Office	Kenya	Nairobi	Site	OFF	PA	10003641	Diploma	Social Media Diploma	11399.94	6	null	null
03/03/2022	SL	616008	Mujab	Shamon	Corporate	Pakistan	Lahore	Site	OFF	BI	10002824	Diploma	Microsoft Office Diploma	57500	23	Ideal Garden Management	null
03/03/2022	UF	322880	Morgan	Patterson	Consumer	United Kingdom	Warrington	Site	JBU	SW	54178377	Award	IT Support Award	1250	1	null	null
03/03/2022	NM	394657	Asmara	Futsum	Home Office	Kenya	Nairobi	Site	OFF	PA	10000249	Diploma	Graphic Design Diploma	32400	18	null	null
03/03/2022	IZ	643332	Khairiya	Moghadam	Home Office	Pakistan	Lahore	Site	OFF	BI	10001196	Award	Microsoft Office Award	16500	11	null	null
